"3196","basin","盆地・洗面器","名詞"
"3200","batch","一団・束","名詞"
"3203","beak","くちばし","名詞"
"3210","behalf","利益・味方","名詞"
"3212","behavior","行動・ふるまい","名詞"
"3214","belongings","持ち物","名詞"
"3215","beloved","最愛の","形容詞"
"3218","beneath","〜の下に","前置詞"
"3219","beneficial","有益な","形容詞"
"3226","betray","裏切る","動詞"
"3227","beyond","〜を越えて","前置詞"
"3228","bias","偏見","名詞"
"3229","bid","入札する","動詞"
"3230","billboard","広告看板","名詞"
"3232","bind","縛る・結びつける","動詞"
"3233","biography","伝記","名詞"
"3234","biological","生物学的な","形容詞"
"3235","biology","生物学","名詞"
"3239","bitter","苦い","形容詞"
"3241","blame","非難する","動詞"
"3244","blast","爆発","名詞"
"3246","bleed","出血する","動詞"
"3247","blend","混ぜ合わせる","動詞"
"3248","bless","祝福する","動詞"
"3250","blink","まばたきする","動詞"
"3257","blush","顔を赤らめる","動詞"
"3259","boast","自慢する","動詞"
"3262","bond","絆・債券","名詞"
"3266","boost","高める","動詞"
"3269","boredom","退屈","名詞"
"3271","bother","悩ませる","動詞"
"3273","bounce","跳ね返る","動詞"
"3274","bound","〜するはずだ・縛られた","形容詞"
"3275","boundary","境界線","名詞"
"3285","breach","違反","名詞"
"3292","bribe","賄賂","名詞"
"3295","brief","簡潔な","形容詞"
"3298","brilliant","素晴らしい","形容詞"
"3299","brisk","活発な","形容詞"
"3302","broaden","広げる","動詞"
"3311","brutal","残酷な","形容詞"
"3314","budget","予算","名詞"
"3318","bulletin","掲示・広報","名詞"
"3322","burden","負担","名詞"
"3323","bureau","局・事務局","名詞"
"3324","burial","埋葬","名詞"
"3326","burst","破裂する","動詞"
"3330","bustle","忙しく動き回る","動詞"
"3336","cabin","小屋・客室","名詞"
"3337","cabinet","内閣・飾り棚","名詞"
"3352","campaign","キャンペーン・運動","名詞"
"3354","canal","運河","名詞"
"3356","cancellation","キャンセル","名詞"
"3357","cancer","癌","名詞"
"3358","candidate","候補者","名詞"
"3366","capability","能力","名詞"
"3367","capable","能力がある","形容詞"
"3368","capacity","収容能力","名詞"
"3372","caption","説明文","名詞"
"3373","capture","捕らえる","動詞"
"3375","carbon","炭素","名詞"
"3377","cardboard","段ボール","名詞"
"3382","cargo","貨物","名詞"
"3386","carrier","運搬人・通信会社","名詞"
"3391","carve","彫る","動詞"
"3394","cashier","レジ係","名詞"
"3401","category","範疇・部類","名詞"
"3402","cater","料理を賄う","動詞"
"3406","cautious","用心深い","形容詞"
"3408","cease","やめる","動詞"
"3412","celebrity","有名人","名詞"
"3413","cell","細胞","名詞"
"3416","cemetery","墓地","名詞"
"3417","census","国勢調査","名詞"
"3424","certificate","証明書","名詞"
"3427","chairman","議長","名詞"
"3430","chamber","部屋・会議場","名詞"
"3437","chaos","混乱","名詞"
"3438","chapel","礼拝堂","名詞"
"3441","characteristic","特徴","名詞"
"3442","characterize","特徴づける","動詞"
"3444","charity","慈善","名詞"
"3448","chase","追跡する","動詞"
"3451","cheat","騙す","動詞"
"3461","cherish","大切にする","動詞"
"3465","chew","噛む","動詞"
"3468","chiefly","主に","副詞"
"3470","chill","冷え","名詞"
"3471","chimney","煙突","名詞"
"3477","choke","窒息させる","動詞"
"3481","chronic","慢性の","形容詞"
"3482","chronological","年代順の","形容詞"
"3483","chubby","ぽっちゃりした","形容詞"
"3485","chunk","大きな塊","名詞"
"3491","circuit","回路・一周","名詞"
"3492","circular","円形の","形容詞"
"3493","circulate","循環する","動詞"
"3494","circulation","循環・発行部数","名詞"
"3495","circumstance","状況","名詞"
"3497","cite","引用する","動詞"
"3499","citizenship","市民権","名詞"
"3501","civil","市民の","形容詞"
"3502","civilian","民間人","名詞"
"3503","civilization","文明","名詞"
"3504","claim","主張する","動詞"
"3505","clarify","明らかにする","動詞"
"3509","classification","分類","名詞"
"3510","classify","分類する","動詞"
"3511","clause","節・条項","名詞"
"3513","cleanliness","清潔さ","名詞"
"3514","clearance","片付け・承認","名詞"
"3516","client","依頼人・顧客","名詞"
"3522","clockwise","時計回りに","副詞"
"3526","clue","手がかり","名詞"
"3527","clumsy","不器用な","形容詞"
"3528","cluster","房・集団","名詞"
"3531","coastline","海岸線","名詞"
"3533","cognitive","認知の","形容詞"
"3534","coincidence","偶然の一致","名詞"
"3535","collaborate","協力する","動詞"
"3536","collapse","崩壊する","動詞"
"3537","colleague","同僚","名詞"
"3539","collective","集団的な","形容詞"
"3541","collision","衝突","名詞"
"3542","colony","植民地・群生","名詞"
"3544","column","列・コラム","名詞"
"3551","commemorate","記念する","動詞"
"3552","commence","開始する","動詞"
"3554","commerce","商業","名詞"
"3555","commercial","商業の","形容詞"
"3556","commission","委員会・手数料","名詞"
"3557","commit","犯す・委ねる","動詞"
"3558","commitment","約束・献身","名詞"
"3559","committee","委員会","名詞"
"3560","commodity","商品・日用品","名詞"
"3565","commute","通勤する","動詞"
"3566","commuter","通勤者","名詞"
"3569","comparable","匹敵する","形容詞"
"3570","comparative","比較の","形容詞"
"3572","comparison","比較","名詞"
"3574","compel","強制する","動詞"
"3575","compensate","補償する","動詞"
"3576","compensation","賠償・補償","名詞"
"3579","competitive","競争の激しい","形容詞"
"3580","competitor","競争相手","名詞"
"3582","complaint","苦情","名詞"
"3583","complement","補完するもの","名詞"
"3585","completion","完成","名詞"
"3586","complex","複雑な","形容詞"
"3587","complexity","複雑さ","名詞"
"3588","compliance","遵守","名詞"
"3589","complicate","複雑にする","動詞"
"3591","compliment","褒め言葉","名詞"
"3592","component","構成要素","名詞"
"3595","composite","合成の","形容詞"
"3597","compound","混合物","名詞"
"3598","comprehensive","包括的な","形容詞"
"3599","compress","圧縮する","動詞"
"3600","compromise","妥協する","動詞"
"3601","compulsory","義務的な","形容詞"
"3604","conceal","隠す","動詞"
"3605","concede","認める・譲歩する","動詞"
"3606","conceive","思いつく","動詞"
"3608","concentration","集中","名詞"
"3609","concept","概念","名詞"
"3610","conception","概念・構想","名詞"
"3611","concern","懸念・関心事","名詞"
"3612","concerning","〜に関して","前置詞"
"3614","concession","譲歩","名詞"
"3615","conclude","結論を出す","動詞"
"3616","conclusion","結論","名詞"
"3617","concrete","具体的な","形容詞"
"3618","concur","同意する","動詞"
"3620","condone","許す","動詞"
"3621","conduct","実施する","動詞"
"3622","conductor","指揮者・車掌","名詞"
"3623","confer","相談する・授与する","動詞"
"3624","conference","会議","名詞"
"3625","confess","告白する","動詞"
"3626","confession","告白","名詞"
"3629","confidential","機密の","形容詞"
"3630","confine","限定する・閉じ込める","動詞"
"3632","confirmation","確認","名詞"
"3633","conflict","紛争・衝突","名詞"
"3634","conform","従う","動詞"
"3635","confront","直面する","動詞"
"3636","confuse","混乱させる","動詞"
"3637","confusion","混乱","名詞"
"3639","congratulation","祝辞","名詞"
"3640","congress","会議・国会","名詞"
"3641","conjunction","結合・接続詞","名詞"
"3643","connection","接続・関係","名詞"
"3644","conquer","征服する","動詞"
"3645","conscience","良心","名詞"
"3646","conscious","意識している","形容詞"
"3647","consciousness","意識","名詞"
"3648","consecutive","連続した","形容詞"
"3649","consent","同意","名詞"
"3650","consequence","結果","名詞"
"3651","consequently","その結果","副詞"
"3652","conservation","保護・保存","名詞"
"3653","conservative","保守的な","形容詞"
"3655","considerable","かなりの","形容詞"
"3656","considerably","かなり","副詞"
"3657","considerate","思いやりのある","形容詞"
"3658","consideration","考慮","名詞"
"3659","consist","成る","動詞"
"3660","consistency","一貫性","名詞"
"3661","consistent","一貫した","形容詞"
"3662","console","慰める","動詞"
"3663","conspicuous","目立つ","形容詞"
"3664","conspiracy","陰謀","名詞"
"3665","constant","絶え間ない","形容詞"
"3666","constantly","絶えず","副詞"
"3667","constituent","構成要素","名詞"
"3668","constitute","構成する","動詞"
"3669","constitution","憲法・構成","名詞"
"3670","constrain","制約する","動詞"
"3671","constraint","制約","名詞"
"3674","constructive","建設的な","形容詞"
"3676","consultant","相談役","名詞"
"3677","consume","消費する","動詞"
"3678","consumer","消費者","名詞"
"3679","consumption","消費","名詞"
"3682","container","容器","名詞"
"3683","contaminate","汚染する","動詞"
"3684","contemporary","同時代の・現代の","形容詞"
"3685","contempt","軽蔑","名詞"
"3686","contend","主張する・競う","動詞"
"3687","content","内容・満足して","名詞"
"3688","contestant","出場者","名詞"
"3689","context","文脈・背景","名詞"
"3691","continual","絶え間ない","形容詞"
"3693","continuous","連続的な","形容詞"
"3694","contract","契約","名詞"
"3695","contradict","矛盾する","動詞"
"3696","contradiction","矛盾","名詞"
"3697","contrary","反対の","形容詞"
"3698","contrast","対照","名詞"
"3699","contribute","貢献する","動詞"
"3700","contribution","貢献","名詞"
"3701","contributor","貢献者","名詞"
"3703","controversial","議論を呼ぶ","形容詞"
"3704","controversy","論争","名詞"
"3705","convenience","便利さ","名詞"
"3707","convention","会議・慣習","名詞"
"3708","conventional","伝統的な","形容詞"
"3709","converge","集中する","動詞"
"3711","conversion","転換","名詞"
"3712","convert","変える","動詞"
"3713","convey","伝える","動詞"
"3714","convict","有罪と宣告する","動詞"
"3715","conviction","確信・有罪判決","名詞"
"3716","convince","納得させる","動詞"
"3719","cooperate","協力する","動詞"
"3720","cooperation","協力","名詞"
"3721","cooperative","協力的な","形容詞"
"3722","coordinate","調整する","動詞"
"3723","cope","うまく対処する","動詞"
"3724","copper","銅","名詞"
"3726","cordial","心のこもった","形容詞"
"3727","core","核・芯","名詞"
"3730","corporate","企業の","形容詞"
"3731","corporation","法人・会社","名詞"
"3733","correction","訂正","名詞"
"3734","correspond","一致する・文通する","動詞"
"3735","correspondence","通信・一致","名詞"
"3736","correspondent","特派員","名詞"
"3737","corridor","廊下","名詞"
"3738","corrupt","腐敗した","形容詞"
"3739","corruption","汚職・腐敗","名詞"
"3740","costly","費用のかかる","形容詞"
"3743","council","会議・評議会","名詞"
"3744","counsel","助言","名詞"
"3745","counseling","カウンセリング","名詞"
"3748","counterpart","対応するもの","名詞"
"3749","countless","数えきれない","形容詞"
"3754","courageous","勇気のある","形容詞"
"3756","courteous","礼儀正しい","形容詞"
"3757","courtesy","礼儀","名詞"
"3758","courtroom","法廷","名詞"
"3761","coverage","報道・補償範囲","名詞"
"3762","coward","臆病者","名詞"
"3763","crack","裂け目","名詞"
"3764","craft","工芸・技術","名詞"
"3765","craftsman","職人","名詞"
"3766","crash","衝突・墜落","名詞"
"3767","crawl","這う","動詞"
"3771","creation","創造","名詞"
"3772","creative","創造的な","形容詞"
"3773","creativity","創造性","名詞"
"3775","credential","資格・証明書","名詞"
"3776","credibility","信頼性","名詞"
"3777","credible","信頼できる","形容詞"
"3778","credit","信用・単位","名詞"
"3780","creep","忍び寄る","動詞"
"3781","crew","乗組員","名詞"
"3785","crisis","危機","名詞"
"3786","criteria","基準","名詞"
"3787","critic","批評家","名詞"
"3788","critical","批判的な・重大な","形容詞"
"3789","criticism","批判","名詞"
"3790","criticize","批判する","動詞"
"3793","crossing","踏切・横断歩道","名詞"
"3798","crucial","極めて重要な","形容詞"
"3799","crude","未加工の・粗末な","形容詞"
"3800","cruel","残酷な","形容詞"
"3801","cruise","巡航・クルーズ","名詞"
"3802","crush","押しつぶす","動詞"
"3803","crystal","結晶","名詞"
"3806","cue","合図","名詞"
"3807","cuisine","料理","名詞"
"3808","cultivate","耕す・養う","動詞"
"3809","cultural","文化的な","形容詞"
"3810","cunning","ずる賢い","形容詞"
"3812","curb","抑制する","動詞"
"3813","cure","治療する","動詞"
"3814","curiosity","好奇心","名詞"
"3815","curious","好奇心の強い","形容詞"
"3817","currency","通貨","名詞"
"3818","current","現在の・流れ","形容詞"
"3819","curriculum","カリキュラム","名詞"
"3820","curse","呪い","名詞"
"3823","custody","保管・親権","名詞"
"3824","cylinder","円筒","名詞"
"3827","damp","湿っぽい","形容詞"
"3828","dare","あえて〜する","動詞"
"3830","dash","突進する","動詞"
"3833","deadline","締め切り","名詞"
"3834","deadly","致命的な","形容詞"
"3835","deaf","耳が聞こえない","形容詞"
"3836","dealer","商人","名詞"
"3838","debris","残骸・ゴミ","名詞"
"3839","decade","10年間","名詞"
"3840","decay","腐敗する","動詞"
"3841","deceit","詐欺","名詞"
"3842","decent","まともな","形容詞"
"3843","deception","欺瞞","名詞"
"3844","declare","宣言する","動詞"
"3845","decline","衰退する・断る","動詞"
"3849","dedicate","捧げる","動詞"
"3850","deduce","推論する","動詞"
"3851","deed","行為","名詞"
"3852","deem","〜だと判断する","動詞"
"3853","deepen","深める","動詞"
"3854","defeat","打ち負かす","動詞"
"3855","defect","欠陥","名詞"
"3857","defendant","被告","名詞"
"3859","defensive","防御的な","形容詞"
"3860","deficiency","不足","名詞"
"3861","deficit","赤字","名詞"
"3862","define","定義する","動詞"
"3863","definite","明確な","形容詞"
"3864","definition","定義","名詞"
"3865","definitive","決定的な","形容詞"
"3866","deflect","そらす","動詞"
"3867","deform","変形させる","動詞"
"3868","defy","反抗する","動詞"
"3869","degrade","低下させる","動詞"
"3871","delegate","代表","名詞"
"3872","delegation","代表団","名詞"
"3874","deliberate","意図的な","形容詞"
"3875","delicacy","珍味","名詞"
"3876","delicate","繊細な","形容詞"
"3881","democracy","民主主義","名詞"
"3882","democrat","民主主義者","名詞"
"3883","democratic","民主的な","形容詞"
"3884","demolish","破壊する","動詞"
"3885","demonstrate","実演する・証明する","動詞"
"3886","demonstration","実演・デモ","名詞"
"3887","denial","否定","名詞"
"3888","denote","示す","動詞"
"3889","denounce","非難する","動詞"
"3890","dense","密集した","形容詞"
"3891","density","密度","名詞"
"3892","dental","歯の","形容詞"
"3893","depart","出発する","動詞"
"3895","dependence","依存","名詞"
"3896","dependent","依存している","形容詞"
"3897","depict","描く","動詞"
"3898","deplete","激減させる","動詞"
"3899","deposit","預金・堆積物","名詞"
"3900","depression","憂鬱・不況","名詞"
"3901","deprive","奪う","動詞"
"3903","deputy","代理人","名詞"
"3904","derive","引き出す・由来する","動詞"
"3905","descend","下りる","動詞"
"3906","descendant","子孫","名詞"
"3907","descent","下降・家系","名詞"
"3909","deserve","〜に値する","動詞"
"3910","designate","指定する","動詞"
"3911","desirable","望ましい","形容詞"
"3913","despair","絶望","名詞"
"3914","desperate","必死の・絶望的な","形容詞"
"3915","destination","目的地","名詞"
"3916","destiny","運命","名詞"
"3917","destruction","破壊","名詞"
"3918","destructive","破壊的な","形容詞"
"3919","detach","切り離す","動詞"
"3921","detailed","詳細な","形容詞"
"3922","detain","引き留める","動詞"
"3923","detect","探知する","動詞"
"3924","detective","探偵","名詞"
"3925","detector","検出器","名詞"
"3926","detention","拘留","名詞"
"3927","deteriorate","悪化する","動詞"
"3928","determination","決意","名詞"
"3929","determine","決定する","動詞"
"3930","detour","回り道","名詞"
"3931","devastate","荒廃させる","動詞"
"3932","development","開発","名詞"
"3933","device","装置","名詞"
"3934","devil","悪魔","名詞"
"3935","devise","考案する","動詞"
"3936","devote","捧げる","動詞"
"3937","devotion","献身","名詞"
"3938","diagnosis","診断","名詞"
"3939","diagram","図表","名詞"
"3940","dialect","方言","名詞"
"3941","dialogue","対話","名詞"
"3942","diameter","直径","名詞"
"3943","dictate","命令する・書き取らせる","動詞"
"3944","dictator","独裁者","名詞"
"3946","differentiate","区別する","動詞"
"3948","diffuse","拡散させる","動詞"
"3949","digest","消化する","動詞"
"3950","digestion","消化","名詞"
"3951","digit","桁","名詞"
"3953","dignity","尊厳","名詞"
"3954","dilemma","ジレンマ","名詞"
"3955","diligence","勤勉","名詞"
"3956","diligent","勤勉な","形容詞"
"3957","dilute","薄める","動詞"
"3958","dim","薄暗い","形容詞"
"3959","dimension","寸法・次元","名詞"
"3960","diminish","減少する","動詞"
"3961","dip","浸す","動詞"
"3962","diploma","卒業証書","名詞"
"3963","diplomacy","外交","名詞"
"3964","diplomat","外交官","名詞"
"3965","diplomatic","外交的な","形容詞"
"3967","directive","指令","名詞"
"3968","directory","住所録","名詞"
"3969","dirt","泥・汚れ","名詞"
"3970","disability","障害","名詞"
"3971","disable","無効にする","動詞"
"3972","disadvantage","不利","名詞"
"3974","disappearance","消滅","名詞"
"3975","disappoint","失望させる","動詞"
"3976","disappointment","失望","名詞"
"3977","disapproval","不賛成","名詞"
"3978","disastrous","悲惨な","形容詞"
"3979","discard","捨てる","動詞"
"3980","discharge","放出する","動詞"
"3981","disciple","弟子","名詞"
"3982","discipline","規律・訓練","名詞"
"3983","disclose","暴露する","動詞"
"3984","disclosure","暴露","名詞"
"3985","discomfort","不快","名詞"
"3986","disconnect","切断する","動詞"
"3987","discontent","不満","名詞"
"3988","discourage","落胆させる","動詞"
"3989","discourse","講話","名詞"
"3991","discreet","慎重な","形容詞"
"3992","discrepancy","矛盾","名詞"
"3993","discretion","裁量","名詞"
"3994","discriminate","差別する","動詞"
"3995","discrimination","差別","名詞"
"3998","disguise","変装","名詞"
"3999","disgust","嫌悪","名詞"
"4000","dishonest","不誠実な","形容詞"
"4001","dishwasher","皿洗い機","名詞"
"4002","disinfect","消毒する","動詞"
"4004","dismantle","解体する","動詞"
"4005","dismay","落胆","名詞"
"4006","dismiss","解雇する・退ける","動詞"
"4007","dismissal","解雇","名詞"
"4008","disorder","混乱・疾患","名詞"
"4009","dispatch","派遣する","動詞"
"4010","dispel","追い払う","動詞"
"4011","dispense","分配する","動詞"
"4012","disperse","分散させる","動詞"
"4013","displace","置き換える","動詞"
"4015","disposal","処分","名詞"
"4016","dispose","処分する","動詞"
"4017","disproportionate","不釣り合いな","形容詞"
"4018","dispute","紛争","名詞"
"4019","disqualify","失格させる","動詞"
"4020","disregard","無視する","動詞"
"4021","disrupt","中断させる","動詞"
"4022","dissatisfaction","不満","名詞"
"4023","dissatisfied","不満な","形容詞"
"4024","dissect","解剖する","動詞"
"4025","dissent","異議","名詞"
"4026","dissertation","論文","名詞"
"4027","dissipate","散らす","動詞"
"4028","dissolve","溶ける","動詞"
"4031","distill","蒸留する","動詞"
"4032","distinct","明確に異なる","形容詞"
"4033","distinction","区別","名詞"
"4034","distinctive","特徴的な","形容詞"
"4035","distinguish","区別する","動詞"
"4036","distort","歪める","動詞"
"4037","distract","気を散らす","動詞"
"4038","distraction","気を散らすもの","名詞"
"4039","distress","苦痛","名詞"
"4040","distribute","分配する","動詞"
"4041","distribution","分配","名詞"
"4042","distributor","販売代理店","名詞"
"4043","district","地区","名詞"
"4044","distrust","不信","名詞"
"4045","disturb","邪魔する","動詞"
"4046","disturbance","妨害","名詞"
"4048","diverge","分かれる","動詞"
"4049","diversity","多様性","名詞"
"4050","divert","そらす","動詞"
"4051","dividend","配当","名詞"
"4052","divine","神聖な","形容詞"
"4053","division","分割・部門","名詞"
"4054","divorce","離婚","名詞"
"4055","dizzy","めまいがする","形容詞"
"4056","dominate","支配する","動詞"
"4057","donation","寄付","名詞"
"4058","door-to-door","戸別の","形容詞"
"4059","dorm","寮","名詞"
"4060","dormitory","寄宿舎","名詞"
"4061","dosage","用量","名詞"
"4062","dotted","点在する","形容詞"
"4063","doubtful","疑わしい","形容詞"
"4065","downsize","規模縮小する","動詞"
"4066","downtown","中心街","名詞"
"4067","downward","下向きの","形容詞"
"4068","doze","うたた寝する","動詞"
"4069","draft","下書き","名詞"
"4070","drag","引きずる","動詞"
"4071","drain","排水する","動詞"
"4073","dramatic","劇的な","形容詞"
"4074","drastically","劇的に","副詞"
"4075","drawback","欠点","名詞"
"4076","drawer","引き出し","名詞"
"4077","drawing","図面","名詞"
"4078","dreadful","恐ろしい","形容詞"
"4079","drift","漂う","動詞"
"4080","drill","訓練","名詞"
"4081","drinking","飲酒","名詞"
"4082","drive-thru","ドライブスルー","名詞"
"4083","driveway","私道","名詞"
"4084","drizzle","霧雨","名詞"
"4085","dropout","退学者","名詞"
"4086","drought","干ばつ","名詞"
"4087","drown","溺れる","動詞"
"4088","drowsy","眠い","形容詞"
"4090","drummer","ドラマー","名詞"
"4091","drunk","酔った","形容詞"
"4092","dual","二重の","形容詞"
"4093","dubious","疑わしい","形容詞"
"4095","duly","正当に","副詞"
"4096","dumb","馬鹿な","形容詞"
"4097","dump","捨てる","動詞"
"4098","duplicate","複製する","動詞"
"4099","durable","耐久性のある","形容詞"
"4100","duration","持続時間","名詞"
"4101","dusk","夕暮れ","名詞"
"4103","dusty","埃っぽい","形容詞"
"4105","dynamic","活動的な","形容詞"
"4106","dynasty","王朝","名詞"
"4108","eager","熱心な","形容詞"
"4110","ease","容易さ・和らげる","名詞"
"4111","easily","容易に","副詞"
"4112","eastern","東の","形容詞"
"4113","echo","反響","名詞"
"4114","eclipse","日食・月食","名詞"
"4115","ecology","生態学","名詞"
"4116","economic","経済の","形容詞"
"4117","economical","節約になる","形容詞"
"4118","economics","経済学","名詞"
"4119","economist","経済学者","名詞"
"4120","economy","経済","名詞"
"4121","ecosystem","生態系","名詞"
"4122","edge","縁・端","名詞"
"4123","edible","食べられる","形容詞"
"4124","edit","編集する","動詞"
"4125","edition","版","名詞"
"4126","editor","編集者","名詞"
"4127","editorial","社説","名詞"
"4128","educate","教育する","動詞"
"4130","educational","教育的な","形容詞"
"4131","educator","教育者","名詞"
"4132","eel","ウナギ","名詞"
"4133","effective","効果的な","形容詞"
"4134","effectively","効果的に","副詞"
"4135","effectiveness","有効性","名詞"
"4136","efficiency","効率","名詞"
"4137","efficient","効率的な","形容詞"
"4139","ego","自我","名詞"
"4140","elaborate","手の込んだ","形容詞"
"4141","elastic","弾力性のある","形容詞"
"4142","elbow","肘","名詞"
"4143","elder","年上の","形容詞"
"4144","elect","選出する","動詞"
"4145","election","選挙","名詞"
"4147","electrical","電気に関する","形容詞"
"4148","electrician","電気技師","名詞"
"4151","electronics","電子工学","名詞"
"4152","elegance","優雅さ","名詞"
"4153","elegant","優雅な","形容詞"
"4154","element","要素","名詞"
"4155","elementary","初歩的な","形容詞"
"4157","eliminate","除去する","動詞"
"4158","elite","エリート","名詞"
"4159","eloquence","雄弁","名詞"
"4160","eloquent","雄弁な","形容詞"
"4161","elsewhere","どこか他の所で","副詞"
"4162","embarrass","恥じ入らせる","動詞"
"4163","embarrassment","困惑・恥ずかしさ","名詞"
"4164","embassy","大使館","名詞"
"4165","embody","具現する","動詞"
"4166","embrace","抱擁する・受け入れる","動詞"
"4167","emerge","現れる","動詞"
"4168","emergence","出現","名詞"
"4170","emotional","感情的な","形容詞"
"4171","emperor","皇帝","名詞"
"4172","emphasis","強調","名詞"
"4173","emphasize","強調する","動詞"
"4174","empire","帝国","名詞"
"4175","employ","雇う","動詞"
"4176","employee","従業員","名詞"
"4177","employer","雇い主","名詞"
"4178","employment","雇用","名詞"
"4180","enable","可能にする","動詞"
"4181","enclose","同封する","動詞"
"4182","encounter","遭遇する","動詞"
"4184","encouragement","励まし","名詞"
"4185","endless","終わりのない","形容詞"
"4186","endorse","承認する・支持する","動詞"
"4187","endurance","忍耐","名詞"
"4188","endure","耐える","動詞"
"4189","energetic","精力的な","形容詞"
"4191","enforce","施行する・強制する","動詞"
"4192","engage","従事させる・引く","動詞"
"4193","engagement","約束・婚約","名詞"
"4194","engineering","工学","名詞"
"4195","enhance","高める","動詞"
"4196","enjoyment","楽しみ","名詞"
"4197","enlarge","拡大する","動詞"
"4198","enormous","巨大な","形容詞"
"4199","enroll","登録する・入会する","動詞"
"4200","ensure","確実にする","動詞"
"4201","enterprise","企業・事業","名詞"
"4202","entertain","楽しませる","動詞"
"4203","entertainment","娯楽","名詞"
